ID	adj.P.Val	P.Value	logFC	Gene.symbol
233742_at	0.968	0.79352746	-0.02125718	METTL22
205331_s_at	0.968	0.79353887	-0.02257825	REEP2
221063_x_at	0.968	0.79356957	-0.0521561	RNF123
211095_at	0.968	0.7935979	-0.01912306	NF1
231402_at	0.968	0.79361022	0.02908158	LOC100507507
233810_x_at	0.968	0.79363693	0.05294091	
209847_at	0.968	0.79369548	-0.01772063	CDH17
233294_at	0.968	0.79369733	-0.02052326	DENND2C
236552_at	0.968	0.79375803	0.02485639	
226447_at	0.968	0.79376619	0.02676156	ASH1L
229007_at	0.968	0.79379134	0.05189614	LOC283788
244869_at	0.968	0.79382081	0.02086429	
221909_at	0.968	0.79383047	-0.0201417	RNFT2
234909_at	0.968	0.79383794	0.01661819	
219860_at	0.968	0.79386753	0.02190181	LY6G5C
201575_at	0.968	0.79388176	0.02521924	SNW1
210600_s_at	0.968	0.7938906	-0.01382784	GRK4
236754_at	0.968	0.79389638	0.02768825	PPP1R2
206504_at	0.968	0.7939102	-0.01835017	CYP24A1
213402_at	0.968	0.79392424	0.03364573	ZNF787
232423_at	0.968	0.7939367	-0.1070461	ARSD
243847_at	0.968	0.79395051	-0.01830186	
227118_s_at	0.968	0.79396001	0.0252822	MRPS26
214632_at	0.968	0.79396876	-0.0236066	NRP2
236855_at	0.968	0.79397419	-0.02402553	LINC01561
209962_at	0.968	0.79397633	0.03307665	EPOR
208027_s_at	0.968	0.79398839	-0.02393525	TLL2
1563858_at	0.968	0.79400174	-0.01651837	
244785_at	0.968	0.79401164	0.01479246	LOC101929660
206935_at	0.968	0.79402912	0.01466309	PCDH8
226536_at	0.968	0.79405693	-0.02666478	NSMCE2
239148_at	0.968	0.79405861	-0.04185975	MARVELD3
211123_at	0.968	0.7940595	-0.02486552	SLC5A5
230503_at	0.968	0.79406004	0.05812908	
235911_at	0.968	0.79408086	0.0230131	MELTF
212282_at	0.968	0.79411713	-0.06548669	TMEM97
211768_at	0.968	0.79414655	0.02855488	LAT2
209771_x_at	0.968	0.79420697	-0.06495645	CD24
211921_x_at	0.968	0.79423832	-0.05549802	LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA
244640_at	0.968	0.79425222	0.020669	ZNF850
1553935_at	0.968	0.79428855	-0.01600323	BFSP2-AS1
1554022_at	0.968	0.79429482	-0.0164274	CCDC13
210466_s_at	0.969	0.79436171	-0.03002964	SERBP1
237567_at	0.969	0.79446158	-0.01871423	STAB2
1562420_at	0.969	0.79447233	0.01629178	
240888_at	0.969	0.79455844	0.02136162	
208777_s_at	0.969	0.79457879	0.02890732	PSMD11
209325_s_at	0.969	0.79459092	0.03536527	RGS16
235543_at	0.969	0.79459771	-0.02207667	LOC102723779
203485_at	0.969	0.79459985	0.04324044	RTN1
1554798_at	0.969	0.79460109	0.02514135	SNED1
234892_at	0.969	0.7946429	-0.02126771	
212699_at	0.969	0.79466304	-0.03180038	SCAMP5
241523_at	0.969	0.79467427	0.0151532	
225962_at	0.969	0.79467797	0.02425197	ZNRF1
238077_at	0.969	0.79468514	0.05175857	KCTD6
230496_at	0.969	0.7946859	-0.01830978	AMER2
228932_at	0.969	0.79469818	0.03254143	AGO3
221119_at	0.969	0.7947261	0.02026877	ARHGEF38
240560_at	0.969	0.79474615	0.02060182	
202262_x_at	0.969	0.79477336	0.02059156	DDAH2
242723_at	0.969	0.79481779	-0.02091887	
1557606_at	0.969	0.79486203	0.01641724	LOC101928002
238822_at	0.969	0.79488874	-0.0151022	
230224_at	0.969	0.79490757	0.02002933	ZCCHC18
208760_at	0.969	0.79491278	0.04982925	UBE2I
210414_at	0.969	0.79491334	0.02109732	FLRT1
222762_x_at	0.969	0.79492064	-0.05351484	LIMD1
1555360_a_at	0.969	0.794962	0.02990315	DNAJC11
1560385_x_at	0.969	0.79497259	-0.01199577	
1555803_a_at	0.969	0.79500715	0.03296133	C11orf57
218618_s_at	0.969	0.79501191	-0.07281339	LOC101928615///FNDC3B
238306_at	0.969	0.79506485	0.02222791	
205898_at	0.969	0.79508855	-0.06534584	CX3CR1
200897_s_at	0.969	0.79508985	0.09523292	PALLD
206582_s_at	0.969	0.795101	0.02555282	ADGRG1
224623_at	0.969	0.7951051	0.05492845	LOC728554///THOC3
239753_at	0.969	0.79512478	-0.02858292	ZNF252P
231218_at	0.969	0.79512662	-0.01901268	
1563110_at	0.969	0.79515277	-0.01850814	
238357_at	0.969	0.79516845	-0.01827306	
208960_s_at	0.969	0.79518876	0.09944272	KLF6
244397_at	0.969	0.79526887	0.020989	
243700_x_at	0.969	0.79529496	0.01767435	FAM47A
1566973_at	0.969	0.79533295	0.02822767	
235364_at	0.969	0.79533604	-0.01733367	TSC22D3
242200_at	0.969	0.79534403	0.02858664	ADAMTSL5
215229_at	0.969	0.79535431	-0.01484713	LOC100129973
1554655_a_at	0.969	0.79541602	-0.02817781	RPRML
49051_g_at	0.969	0.79542182	0.01742204	DTX3
1554114_s_at	0.969	0.79546445	-0.01889695	SSH2
214212_x_at	0.969	0.79547248	0.05676272	FERMT2
1560059_at	0.969	0.79550263	0.02619905	VPS37C
241483_at	0.969	0.79555713	0.02017077	CLNK
200945_s_at	0.969	0.79555951	0.0396421	SEC31A
220079_s_at	0.969	0.79557228	-0.05247858	USP48
230613_at	0.969	0.795576	-0.01803417	GMEB1
232993_at	0.969	0.79561633	0.01441943	SYNJ1
221382_at	0.969	0.79563498	0.02217127	
229164_s_at	0.969	0.79565103	-0.03632574	ABTB1
223806_s_at	0.969	0.79567377	-0.02840512	NAPSA
243612_at	0.969	0.79571971	-0.02384499	NSD1
212731_at	0.969	0.79575365	-0.02622637	ANKRD46
242528_at	0.969	0.79579481	0.02652094	HOXA-AS2
1552930_at	0.969	0.79581166	0.02424619	MMEL1
235132_at	0.969	0.79588366	0.03192354	NIFK-AS1
1554309_at	0.969	0.79589735	0.02699796	EIF4G3
210276_s_at	0.969	0.79589777	-0.04403188	NOL12///TRIOBP
221922_at	0.969	0.79593915	-0.03187257	GPSM2
205208_at	0.969	0.79602314	0.06289199	ALDH1L1
1560075_at	0.969	0.79605724	-0.01611184	
244477_at	0.969	0.79606959	-0.02863605	
215569_at	0.969	0.79611296	0.02565531	GTF2IRD2B
206465_at	0.969	0.79614811	-0.03012055	ACSBG1
216140_at	0.969	0.79616677	-0.01852762	
203465_at	0.969	0.79618721	0.04079785	MRPL19
1568649_at	0.969	0.79626488	-0.02868084	LOC105370943
240296_at	0.969	0.79626696	0.01691902	
236770_at	0.969	0.79627175	0.02437831	TPTE2P5
1568672_at	0.969	0.79629158	-0.0156081	EAF2
1561813_at	0.969	0.79631826	-0.01553901	
233692_at	0.969	0.79635682	-0.01702132	
213152_s_at	0.969	0.7963646	0.02841927	SRSF8
211941_s_at	0.969	0.79644927	-0.02968818	PEBP1
1559169_at	0.969	0.7964756	0.02666486	
232376_at	0.969	0.79649123	-0.02547131	PCCA
243516_at	0.969	0.79656493	-0.01611257	
236273_at	0.969	0.79659711	-0.05493306	NBPF1
213890_x_at	0.969	0.79660101	-0.02089205	RPS16
225925_s_at	0.969	0.79662823	-0.04075505	USP48
217384_x_at	0.969	0.79669515	-0.03177802	LOC100293211
219712_s_at	0.97	0.79684754	-0.01857066	SHPK///TRPV1
244799_s_at	0.97	0.79685153	-0.0237395	
218797_s_at	0.97	0.79687319	-0.02556911	SIRT7
1569641_at	0.97	0.79688488	-0.04075878	
1556186_s_at	0.97	0.79688759	-0.02546371	EMC1
232426_at	0.97	0.79689929	-0.0250642	SV2B
243143_at	0.97	0.79693739	0.01308296	FAM24A
204583_x_at	0.97	0.79694426	-0.02432037	KLK3
201127_s_at	0.97	0.79698924	-0.02629274	ACLY
1559996_s_at	0.97	0.79704311	0.02698872	SAMD14
1565921_a_at	0.97	0.79706886	-0.01848127	
239096_at	0.97	0.79708035	0.02865032	
241021_at	0.97	0.79711216	-0.0201904	
1569253_at	0.97	0.79713685	-0.01203989	INTS4
204379_s_at	0.97	0.79715266	-0.05063055	FGFR3
1553314_a_at	0.97	0.7971651	-0.01660926	KIF19
1567591_at	0.97	0.79718185	-0.02538529	METTL15
1561631_at	0.97	0.79720881	0.02738336	
225180_at	0.97	0.79721015	-0.05009501	TTC14
240438_at	0.97	0.79727452	-0.01847518	
237254_at	0.97	0.79728873	0.03231578	SLC5A11
221339_at	0.97	0.7973035	-0.02004273	OR10C1
1553789_a_at	0.97	0.79730728	-0.02518158	C21orf58
1564360_a_at	0.97	0.79732817	-0.0164178	CCDC144NL-AS1
216877_at	0.97	0.79733442	-0.02348396	LOC100505498
211709_s_at	0.97	0.79748574	0.03657107	CLEC11A
215737_x_at	0.97	0.79750159	-0.02842922	USF2
208947_s_at	0.97	0.79750662	-0.04251957	UPF1
1562731_s_at	0.97	0.79752541	-0.02020559	MDS2
217283_at	0.97	0.79757872	-0.02697071	
220235_s_at	0.97	0.79758297	-0.04445325	LRIF1
239112_at	0.97	0.79761713	-0.0218026	
217874_at	0.97	0.79765211	-0.02663204	SUCLG1
237713_at	0.97	0.7976623	0.02529527	
220094_s_at	0.97	0.79770089	-0.03893393	MCUR1
217872_at	0.97	0.79772656	-0.02148544	PIH1D1
232319_at	0.97	0.7977433	0.01817658	
233946_at	0.97	0.79774694	0.02450386	SMU1
210379_s_at	0.97	0.79777434	-0.05947272	TLK1
1554575_a_at	0.97	0.79777553	-0.02499399	BPNT1
1558920_at	0.97	0.79782415	0.01926355	SLC8A1-AS1
1569353_at	0.97	0.79787153	-0.02001081	CCP110
215326_at	0.97	0.79787403	-0.01772932	PAK4
214266_s_at	0.97	0.79789482	-0.0235512	PDLIM7
244048_x_at	0.97	0.79790466	-0.0146015	
241011_at	0.97	0.79791952	0.02102197	
223602_at	0.97	0.79792756	0.04815969	USP30
64488_at	0.97	0.79795249	-0.0167831	IRGQ
215579_at	0.97	0.79795651	-0.02629824	APOBEC3G
239442_at	0.97	0.79798479	-0.03640209	CEP68
201962_s_at	0.97	0.79800834	-0.03071187	RNF41
218270_at	0.97	0.7980122	0.02457667	MRPL24
230041_at	0.97	0.79803016	0.01917747	
244245_at	0.97	0.79803361	0.02504085	ANKRD9
203643_at	0.97	0.79804302	0.02941294	ERF
242360_at	0.97	0.79807516	-0.01463655	LDB2
213192_at	0.97	0.79808734	-0.02863558	THAP3
215444_s_at	0.97	0.79808888	0.0187593	TRIM31
55872_at	0.97	0.79811983	-0.043226	ZNF512B
225872_at	0.97	0.79814342	0.03921121	SLC35F5
1554485_s_at	0.97	0.79814673	0.0847912	TMEM37
1554371_at	0.97	0.79815429	0.02355536	PKD1L2
1555403_a_at	0.97	0.79820398	-0.02837018	CDH19
229385_s_at	0.97	0.79820663	0.02517042	TINCR
227619_at	0.97	0.79823948	-0.01784661	WRNIP1
1570204_at	0.97	0.79825091	-0.01865385	ZBED3-AS1
213427_at	0.97	0.79826293	0.04536088	RPP40
233554_at	0.97	0.79827264	0.0246316	
226666_at	0.97	0.79832874	0.07135639	DAAM1
206571_s_at	0.97	0.79834006	0.04842477	MAP4K4
1570537_a_at	0.97	0.79835746	-0.0199246	LOC101928902
232199_at	0.97	0.79836183	-0.0203871	PPP1R3F
1560434_x_at	0.97	0.79847983	-0.01592543	CLTA
1560413_at	0.97	0.79850137	0.01597136	LINC00298
234525_at	0.97	0.79850493	-0.02030955	DKFZP761C1711
210167_s_at	0.97	0.7985132	0.02789412	TEF
219881_s_at	0.97	0.79852944	-0.02317528	CTC-338M12.4
214037_s_at	0.97	0.79856328	-0.03911746	CCDC22
216731_s_at	0.97	0.79857071	0.0230057	
240682_at	0.97	0.79860172	0.02040466	LINC00293
214631_at	0.97	0.79860863	0.01687049	ZBTB33
202590_s_at	0.97	0.79861602	0.04395975	PDK2
201129_at	0.97	0.79863315	0.05282739	SRSF7
225239_at	0.97	0.79863839	-0.10495734	MIR612///NEAT1
214953_s_at	0.97	0.79866096	-0.05112923	APP
225226_at	0.97	0.79869676	-0.02920642	STRIP1
243812_at	0.97	0.79870508	0.01651219	IFT27
205752_s_at	0.97	0.79874793	0.0263093	GSTM5
243247_at	0.97	0.79874968	0.01677167	
206994_at	0.97	0.79884101	-0.02205676	CST4
221185_s_at	0.97	0.79886684	-0.02299838	IQCG
239056_at	0.97	0.79888059	-0.01861751	SEC22C
235062_at	0.97	0.79892553	-0.018956	PIH1D2
242774_at	0.97	0.79893966	-0.0198691	SYNE2
233844_at	0.97	0.79899379	0.02164583	CD99L2
235264_at	0.97	0.79899611	0.02153552	HCFC2
237970_at	0.97	0.79902153	-0.01714304	
224536_s_at	0.97	0.79902816	-0.02188671	PCDHGC5///PCDHGC3
225915_at	0.97	0.79903697	-0.03097735	CAB39L
243981_at	0.97	0.79905777	-0.02464723	STK4
1553479_at	0.97	0.7990725	-0.01718513	TMEM145
233024_at	0.97	0.79911487	0.01858449	
214703_s_at	0.97	0.79912593	-0.03616616	MAN2B2
234399_at	0.97	0.79914424	-0.02128812	
205661_s_at	0.97	0.79914914	-0.03339184	FLAD1
240035_at	0.97	0.79917413	0.02709804	
233106_at	0.97	0.7992018	-0.01672675	FRMD6-AS1
1556581_at	0.97	0.79922201	-0.01609308	ZNF778
217543_s_at	0.97	0.79924761	0.02098082	MBTPS1
243274_x_at	0.97	0.79926028	0.01377777	
234325_at	0.97	0.79927386	-0.01574188	M1AP
206259_at	0.97	0.79929422	-0.02459729	PROC
1556162_at	0.97	0.79930646	-0.02381267	IGSF3
216728_at	0.97	0.79934192	0.01367883	
1560538_at	0.97	0.79935985	0.01544755	LOC101928386
222377_at	0.97	0.7993855	-0.02155672	TBX10
213948_x_at	0.97	0.79939498	-0.02241041	CADM3
214083_at	0.97	0.79942162	-0.0222261	PPP2R5C
237475_x_at	0.97	0.79942538	-0.04922115	CCDC152
1562998_at	0.97	0.79942906	-0.01242414	
202255_s_at	0.97	0.79948643	-0.0195104	SIPA1L1
242866_x_at	0.97	0.79951276	-0.02100531	POU2F2
240589_at	0.97	0.79951998	0.01781834	LINC00313
1568899_at	0.97	0.79953812	0.01780039	LOC101929511
222962_s_at	0.97	0.79954731	-0.01748706	MCM10
202336_s_at	0.97	0.79957014	-0.04116129	PAM
1561030_at	0.97	0.7995786	0.01581761	TMC7
1567238_at	0.97	0.79958076	0.02564545	OR2L2
211170_s_at	0.97	0.79959185	0.01826089	PDE10A
241870_at	0.97	0.79959608	0.01737376	
242287_at	0.97	0.79964505	-0.04946439	CLIP1
216055_at	0.97	0.79966272	-0.02212498	PDGFB
228882_at	0.97	0.7997217	0.01877184	TUB
218583_s_at	0.97	0.79975922	0.0346381	DCUN1D1
208519_x_at	0.97	0.79975971	0.03224255	GNRH2
1568449_at	0.97	0.79979771	-0.01608587	
218904_s_at	0.97	0.7997998	-0.01614093	C9orf40
239127_at	0.97	0.79987324	0.0374081	LOC100288860
1553683_s_at	0.97	0.79987367	-0.02757379	FBXL14
35436_at	0.97	0.79989045	-0.03345727	GOLGA2
224028_at	0.97	0.79992063	0.01835692	CPA6
242422_at	0.97	0.79992475	-0.04673913	G3BP1
205392_s_at	0.97	0.79996259	0.04514028	CCL15-CCL14///CCL14
224257_s_at	0.97	0.79997316	-0.02489	PBOV1
215643_at	0.97	0.79999029	-0.0159019	SEMA3D
244108_at	0.97	0.79999434	0.02477529	SYNPO2
1555031_at	0.97	0.80005004	0.01861877	
235697_at	0.97	0.80006156	0.02564832	ZNF544
230629_s_at	0.97	0.80007621	-0.02225963	EP400
1552822_at	0.97	0.80008701	-0.01741426	TMX3
1566638_at	0.97	0.8000914	-0.01901089	
213715_s_at	0.97	0.80010123	0.02623864	KANK3
1560878_at	0.97	0.8001156	-0.02351137	SYT15
220101_x_at	0.97	0.80012138	0.02019032	BORCS6
1569202_x_at	0.97	0.80012423	0.03662721	
1555640_at	0.97	0.80014153	0.01796583	DAOA
1554286_at	0.97	0.80014605	0.01490517	FLJ25758
201030_x_at	0.97	0.80016278	0.03282135	LDHB
1552921_a_at	0.97	0.80019723	-0.02043609	FIGNL1
211739_x_at	0.97	0.80019867	0.01641611	GH1///CSHL1///CSH2///CSH1
241160_at	0.97	0.80027456	0.01754625	
236902_at	0.97	0.80028049	-0.01333158	LINC00643
217402_at	0.97	0.80029097	0.01709071	
208477_at	0.97	0.80029929	-0.02132454	KCNC1
214647_s_at	0.97	0.80029942	0.03405281	HFE
210465_s_at	0.97	0.80029971	-0.03136411	SNAPC3
232735_at	0.97	0.80031941	0.02540938	ANKRD34A
235026_at	0.97	0.80032556	-0.03634242	C12orf66
239887_at	0.97	0.80035575	-0.02044	LOC101928554
238990_x_at	0.97	0.80036513	0.02630089	TRIM61
215531_s_at	0.97	0.80039412	-0.01447851	GABRA5
234601_x_at	0.97	0.80039597	-0.01380418	
64438_at	0.97	0.80043057	-0.02148995	OGFOD3
239185_at	0.97	0.80043886	0.01613208	ABCA9
236173_s_at	0.97	0.80044987	-0.02266087	LRIG1
242692_at	0.97	0.80045792	0.01662172	GLYCTK-AS1
237682_at	0.97	0.80049443	-0.01684982	
222658_s_at	0.97	0.80049616	-0.03382395	APTX
1569856_at	0.97	0.80052597	-0.0152901	TPP2
1568795_at	0.97	0.80055065	-0.01498235	LOC105373495
242911_at	0.97	0.80055634	0.01997569	MED13L
217020_at	0.97	0.80056517	0.0156859	RARB
231978_at	0.97	0.8006177	-0.0172446	TPCN2
214697_s_at	0.97	0.80061937	0.03269459	PTBP3
229301_at	0.97	0.80064083	-0.02508335	TUG1
204975_at	0.97	0.80065255	-0.0904473	EMP2
214557_at	0.97	0.80065455	0.01547134	PTTG2
201980_s_at	0.97	0.80066316	-0.04881144	RSU1
219750_at	0.97	0.80067484	0.01376746	TMEM144
204577_s_at	0.97	0.8006976	-0.01742654	CLUAP1
239060_at	0.97	0.80069799	0.03163906	
210345_s_at	0.97	0.80070671	-0.02526677	DNAH9
229808_at	0.97	0.80076555	-0.01362246	CHAF1A
243561_at	0.97	0.80082646	0.06730973	
236670_s_at	0.97	0.8008457	-0.01637628	
1566722_a_at	0.97	0.80084748	0.014858	SVEP1
1567704_at	0.97	0.80088651	0.01778513	TFE3
230229_at	0.97	0.80093761	-0.07220675	DLG1
1555759_a_at	0.97	0.80100427	0.07449386	CCL5
210922_at	0.97	0.80103331	-0.01858403	
231354_at	0.97	0.80103911	-0.02311881	LOC780529
1559426_at	0.97	0.80109626	-0.0347425	SMURF1
226337_at	0.97	0.80111017	0.07580263	GORAB
240397_x_at	0.97	0.80116802	-0.0160018	
214355_x_at	0.97	0.80117569	-0.03754068	CTAGE8///CTAGE4///CTAGE9///CTAGE15
200886_s_at	0.97	0.80118929	0.01937981	PGAM1
1569793_at	0.97	0.80122702	0.0193991	LOC101929372
203457_at	0.97	0.80126016	0.02907708	STX7
243420_at	0.97	0.80126367	-0.01796254	
208852_s_at	0.97	0.8013162	-0.05442825	CANX
1568938_at	0.97	0.80133296	-0.02100014	LINC01398
1561585_at	0.97	0.80133672	-0.01750559	RCBTB2
1552915_at	0.97	0.80135419	0.02132666	IFNL2
237615_at	0.97	0.8013942	-0.01925797	
212106_at	0.97	0.80140091	0.02075864	FAF2
232827_at	0.97	0.80141546	-0.01920558	LOC101929188
232074_at	0.97	0.80142727	-0.02520228	PRSS27
225906_at	0.97	0.80143254	-0.02564253	GATSL2
217593_at	0.97	0.80143704	-0.02687385	ZSCAN18
217193_x_at	0.97	0.80145552	0.02132994	
208826_x_at	0.97	0.80151666	0.02205364	HINT1
219709_x_at	0.97	0.80153701	-0.04535798	FAM173A
201503_at	0.97	0.80153815	0.03354668	G3BP1
216709_at	0.97	0.80154401	0.01903516	
239040_at	0.97	0.80155976	0.01681567	HNRNPD
234477_at	0.97	0.80157177	0.02001768	IGHV4-31///IGHA1
229557_at	0.97	0.80158756	-0.01797328	MEG3
221370_at	0.97	0.80162948	-0.02866496	ZNF717
242104_at	0.97	0.8016386	-0.02538116	
238703_at	0.97	0.80164572	-0.02707338	FAM207A
224033_at	0.97	0.80172007	-0.01498441	
1555181_a_at	0.97	0.80172479	-0.03149349	ST3GAL3
240401_at	0.97	0.80172993	-0.01439734	
226961_at	0.97	0.80175906	0.01991276	PRR15
235841_at	0.97	0.80177317	-0.02911767	
215158_s_at	0.97	0.80177878	0.02535415	DEDD
1555970_at	0.97	0.80177927	0.02890281	FBXO28
213812_s_at	0.97	0.80178049	0.06489843	CAMKK2
231643_s_at	0.97	0.80178082	-0.02626367	CMIP
1553069_at	0.97	0.80178609	-0.02169348	
221048_x_at	0.97	0.80179521	-0.02014977	C17orf80
235860_at	0.97	0.80179541	0.02200333	
240737_at	0.97	0.80179735	-0.01897265	
239952_at	0.97	0.80180826	0.01965169	ZEB1
200918_s_at	0.971	0.80187726	0.02687161	SRPRA
1565812_at	0.971	0.80192392	-0.02324535	TRIM36
219868_s_at	0.971	0.80193725	-0.04549333	ANKFY1
243519_at	0.971	0.80193832	-0.02187404	UBE3C
240735_at	0.971	0.8019551	-0.01703908	CDC42BPA
1553387_at	0.971	0.80206157	-0.02504629	ATM
1552846_s_at	0.971	0.80209726	-0.02290063	RAB42
223888_s_at	0.971	0.80209765	-0.02784032	LARS
234390_x_at	0.971	0.80211158	-0.0151911	
242733_at	0.971	0.80214688	0.09201788	
206219_s_at	0.971	0.80216207	-0.0306495	VAV1
1561895_at	0.971	0.80216679	0.01246256	
AFFX-TrpnX-3_at	0.971	0.80216962	-0.01269703	
216233_at	0.971	0.80217252	0.03798573	CD163
1569743_at	0.971	0.80221709	-0.01624629	
239777_at	0.971	0.802243	-0.02725953	LINC01588
206188_at	0.971	0.80228299	-0.03097246	ZNF623
243513_at	0.971	0.80232683	-0.01982813	
207692_s_at	0.971	0.80241968	0.02342297	ACAN
1561262_at	0.971	0.80243093	-0.01507692	LINC01516
226857_at	0.971	0.8024435	-0.0254737	ARHGEF19
1554749_s_at	0.971	0.80248391	0.03091932	CLCNKB
208215_x_at	0.971	0.80251149	-0.02435104	DRD4
1560864_at	0.971	0.80253061	-0.01878633	
221945_at	0.971	0.80253608	-0.02447864	LOC101927826///FBXO41
230537_at	0.971	0.80253889	-0.03024553	
1555817_s_at	0.971	0.80258734	-0.01330041	THSD4
227146_at	0.971	0.80259224	0.02674091	QSOX2
1562722_at	0.971	0.80261174	-0.01609127	PRR20E///PRR20D///PRR20C///PRR20B///PRR20A
235217_at	0.971	0.80261194	0.02181003	LINC01004
212415_at	0.971	0.80264699	0.03416395	SEPT6
239466_at	0.971	0.80266117	-0.01739041	DUBR
1558518_at	0.971	0.80270561	-0.0195998	TAB3
204694_at	0.971	0.80274132	-0.04686666	AFP
202943_s_at	0.971	0.80275848	-0.06024764	NAGA
237040_at	0.971	0.80281205	-0.03131183	CWF19L2
222822_s_at	0.971	0.80282464	0.02871693	MMRN2
203196_at	0.971	0.80283014	-0.03170635	ABCC4
1556281_at	0.971	0.80283902	-0.02228284	
202389_s_at	0.971	0.80284993	-0.02831009	HTT
1564936_at	0.971	0.80291858	0.0149268	
216559_x_at	0.971	0.80293031	0.01734556	
242493_at	0.971	0.80293631	-0.01768219	PTPRD
206973_at	0.971	0.8029472	-0.02761131	PPFIA2
222246_at	0.971	0.80297188	-0.01384732	
1560066_at	0.971	0.80298163	-0.01310179	
1562619_at	0.971	0.80298757	0.0188719	NME9
232900_at	0.971	0.8030044	-0.01576885	HERC2P7
242420_at	0.971	0.80304355	-0.0187048	
232947_at	0.971	0.80306141	-0.01519957	
238682_at	0.971	0.80306759	0.02170563	CCDC96
221359_at	0.971	0.80312628	0.01621275	GDNF
1566803_at	0.971	0.80321184	0.02524315	
217343_at	0.971	0.80333521	0.01250665	
236813_at	0.971	0.80333675	-0.02421959	MORN4
215761_at	0.971	0.80337313	-0.02181387	DMXL2
1556322_a_at	0.971	0.80338234	0.0294644	
202914_s_at	0.971	0.80340595	0.02794789	ARHGEF11
225747_at	0.971	0.80340969	-0.03929851	COQ10A
203898_at	0.971	0.80348701	0.03292011	CRCP
201799_s_at	0.971	0.80349238	0.03466837	OSBP
1555472_at	0.971	0.80350065	-0.01908596	SORBS2
209802_at	0.971	0.80352569	-0.0193585	PHLDA2
217023_x_at	0.971	0.80353728	-0.03323991	TPSB2///TPSAB1
236462_at	0.971	0.80354902	-0.03460317	
1563351_at	0.971	0.80355332	0.01677591	
243670_at	0.971	0.80356311	-0.01926148	
240863_at	0.971	0.80358781	-0.01401659	CYP19A1
214509_at	0.971	0.80362279	0.0240579	HIST1H3I
1555480_a_at	0.971	0.80365542	-0.05253109	FBLIM1
213397_x_at	0.971	0.80368101	-0.02042666	RNASE4
230784_at	0.971	0.80369161	0.01876139	PRAC1
234163_at	0.971	0.80372368	-0.01696642	UBE3A
201702_s_at	0.971	0.80373476	0.03771863	PPP1R10
1558648_at	0.971	0.80373813	-0.02096516	C15orf57
1557891_s_at	0.971	0.80374559	-0.01654926	STXBP5-AS1
219285_s_at	0.971	0.80374599	0.01942599	NIN
236404_at	0.971	0.80375089	0.06094989	
204169_at	0.971	0.80375965	0.02809944	IMPDH1
1565566_a_at	0.971	0.80376093	-0.05711974	
1565616_at	0.971	0.80380985	-0.02195386	
238104_at	0.971	0.80383183	0.02638687	
204164_at	0.971	0.80385052	-0.02904097	SIPA1
213568_at	0.971	0.80386911	0.01601319	OSR2
221026_s_at	0.971	0.80390003	0.02544622	SCRT1
223400_s_at	0.971	0.80390207	0.02665027	PBRM1
1570162_at	0.971	0.80390393	0.01900152	
238614_x_at	0.971	0.8039403	0.01308357	ZNF430
213156_at	0.971	0.80395068	0.06691908	ZBTB20
235306_at	0.971	0.80397843	-0.05635305	GIMAP8
224629_at	0.971	0.80401522	0.02448557	LMAN1
221800_s_at	0.971	0.80402457	-0.02991583	FAAP100
224187_x_at	0.971	0.80403879	-0.04561994	SNORD14D///SNORD14C///HSPA8
214822_at	0.971	0.80406349	0.01871997	BRINP2
244239_at	0.971	0.80413398	0.06431912	
219303_at	0.971	0.80418253	-0.02894302	RNF219
212079_s_at	0.971	0.80420764	-0.02135416	KMT2A
214803_at	0.971	0.80422028	-0.02136635	CDH6
219893_at	0.971	0.80422448	0.01970453	CCDC71
1557533_at	0.971	0.80422713	-0.01465333	
209351_at	0.971	0.80425498	0.01696832	KRT14
1557631_at	0.971	0.80425526	0.0156832	LOC101928877
242164_s_at	0.971	0.80431941	0.01876256	LRIG2
220873_at	0.971	0.80433486	0.02057241	
1556895_a_at	0.971	0.80434708	-0.02117368	NT5DC2
207545_s_at	0.971	0.80437084	0.03000606	LOC101930388///LOC101928143///NUMB
213063_at	0.971	0.80438709	0.03063244	ZC3H14
202570_s_at	0.971	0.80447293	-0.02209708	DLGAP4
219124_at	0.971	0.80449203	0.03024504	TTI2
207149_at	0.971	0.8045014	-0.01465669	CDH12
220159_at	0.971	0.80450532	-0.0199265	ABCA11P
217353_at	0.971	0.80456299	0.02727679	
231261_at	0.971	0.80456902	0.02120274	CATSPERG
238620_at	0.971	0.80458301	0.03407637	
239654_at	0.971	0.80459355	-0.03426126	CHD9
204177_s_at	0.971	0.80459364	-0.04048921	KLHL20
201840_at	0.971	0.80459864	-0.02081962	NEDD8
1559171_at	0.971	0.80461508	-0.01526159	MGC57346
243782_at	0.971	0.80462289	0.01936931	
234556_at	0.971	0.8046245	-0.01792638	
201966_at	0.971	0.80462631	0.03530889	NDUFS2
230283_at	0.971	0.8046573	0.02225404	NEURL2
231784_s_at	0.971	0.80466296	0.0479259	DCAF13
236869_at	0.971	0.80469045	-0.02638512	
217161_x_at	0.971	0.80469518	-0.02756061	ACAN
224174_at	0.971	0.80469804	-0.02692862	TTTY11
1557321_a_at	0.971	0.8047074	-0.0160813	CAPN14
206097_at	0.971	0.80471011	-0.02967182	SLC22A18AS
239615_at	0.971	0.80471165	-0.02549832	SLC22A5
