
Generated at: 2021/01/12 18:39:16
mirDIP version: 4.1.11.2.
Database version: 4.1.0.3



Gene Symbol     - NFIL3
CEBPD
RCAN1
TP53I3
THBS1
FOSB
ME1
GOLM1
EFHD1
TMEM45B
GADD45G
DNMT3L
IGFBP1
FOS
SOCS2
CRISPLD2
Micro RNA       - 
Minimum Score   - Very High


Gene Symbols input verification: (1)
Provided Gene Symbol,Suggestion,Updated Symbol at Database,Correct HUGO notation,HUGO Symbol ID,Approved Gene Symbol (HUGO),Previous Gene Symbol (HUGO),Gene Symbol Synonyms (HUGO)
RCAN1,P53805,,hsa-miR-30d-5p,0.444337479162334,10,Very High,BCmicrO|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-411-3p,0.443903049734848,9,Very High,Cupid|DIANA|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|TargetScan
FOS,P01100,,hsa-miR-607,0.443601169125431,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetSpy
FOSB,P53539,,hsa-miR-107,0.442279627202469,10,Very High,BCmicrO|BiTargeting|CoMeTa|MAMI|MirAncesTar|miRcode|MirMAP|MultiMiTar|RepTar|RNAhybrid
IGFBP1,P08833,,hsa-miR-5011-5p,0.441210757373527,10,Very High,DIANA|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RNAhybrid
THBS1,P07996,,hsa-miR-199a-3p,0.441182054951152,9,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|MirMAP|miRTar2GO|MultiMiTar|RepTar
THBS1,P07996,,hsa-miR-1304-5p,0.441053073853209,12,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar
ME1,P48163,,hsa-miR-133b,0.438739871155549,11,Very High,BCmicrO|Cupid|DIANA|ElMMo3|microrna.org|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetSpy
THBS1,P07996,,hsa-miR-4500,0.43831536028712,6,Very High,DIANA|MirAncesTar|miRcode|MirMAP|Mirza-G|TargetScan
FOS,P01100,,hsa-miR-148a-3p,0.437224258917649,8,Very High,BCmicrO|CoMeTa|Cupid|microrna.org|MirAncesTar|mirCoX|MultiMiTar|RNAhybrid
ME1,P48163,,hsa-miR-374a-5p,0.437106812645158,12,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
GOLM1,Q8NBJ4,,hsa-miR-146a-5p,0.436887757378547,15,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-302d-3p,0.436600813037639,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar
ME1,P48163,,hsa-miR-505-3p,0.436417218253561,11,Very High,CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
RCAN1,P53805,,hsa-miR-150-5p,0.436186399612562,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirSNP|Mirza-G|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-219a-2-3p,0.435744067263263,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank
SOCS2,O14508,,hsa-miR-548l,0.435709706161042,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
FOS,P01100,,hsa-miR-548a-3p,0.434098756616869,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-608,0.433698384221248,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-133a-3p,0.433552318087641,10,Very High,BCmicrO|Cupid|DIANA|ElMMo3|microrna.org|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid
CRISPLD2,Q9H0B8,,hsa-miR-1-3p,0.433542055911419,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|PACCMIT|RepTar|RNAhybrid|TargetScan
IGFBP1,P08833,,hsa-miR-600,0.433127663784628,12,Very High,BCmicrO|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-128-3p,0.432898655071542,11,Very High,BCmicrO|DIANA|ElMMo3|MirAncesTar|miRcode|MirMAP|Mirza-G|PITA|RepTar|RNAhybrid|TargetScan
CEBPD,P49716,,hsa-let-7d-5p,0.432841623089924,8,Very High,BCmicrO|CoMeTa|DIANA|MBStar|MirMAP|miRTar2GO|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-369-3p,0.432653229313496,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-3163,0.4324585554553,9,Very High,DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid
THBS1,P07996,,hsa-miR-373-3p,0.432266388826027,8,Very High,BCmicrO|CoMeTa|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|MultiMiTar
FOS,P01100,,hsa-miR-301a-3p,0.432258297521954,5,Very High,BCmicrO|MAMI|MirAncesTar|miRTar2GO|RNAhybrid
RCAN1,P53805,,hsa-miR-30e-5p,0.432154277555335,10,Very High,ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-1205,0.432103072482473,11,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar
CRISPLD2,Q9H0B8,,hsa-miR-31-5p,0.431990538911164,12,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|RepTar|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-3613-3p,0.431418466725041,9,Very High,DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G
ME1,P48163,,hsa-miR-1324,0.431219757975244,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetSpy
FOS,P01100,,hsa-miR-548e-3p,0.43044636567503,11,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid
FOSB,P53539,,hsa-miR-184,0.429937719750119,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetRank
RCAN1,P53805,,hsa-miR-27a-3p,0.429935445230414,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid
GOLM1,Q8NBJ4,,hsa-miR-320b,0.429345740110215,14,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetSpy
THBS1,P07996,,hsa-miR-637,0.42930530311222,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|RepTar
THBS1,P07996,,hsa-miR-125a-3p,0.428959559588951,12,Very High,BCmicrO|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar
CRISPLD2,Q9H0B8,,hsa-miR-190b,0.427024864245143,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetSpy
GOLM1,Q8NBJ4,,hsa-miR-548k,0.426778752265525,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-627-5p,0.425521758199048,11,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar
SOCS2,O14508,,hsa-miR-181c-5p,0.425282490245803,9,Very High,BCmicrO|Cupid|DIANA|MBStar|microrna.org|MirAncesTar|MirMAP|RNAhybrid|TargetScan
SOCS2,O14508,,hsa-miR-196b-5p,0.424882533387935,9,Very High,BiTargeting|DIANA|MBStar|microrna.org|MirAncesTar|mirCoX|MirMAP|RNAhybrid|TargetScan
RCAN1,P53805,,hsa-miR-30c-5p,0.424194550320249,9,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|RNAhybrid|TargetScan
GOLM1,Q8NBJ4,,hsa-miR-758-3p,0.423493231938884,12,Very High,DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
TMEM45B,Q96B21,,hsa-miR-548c-3p,0.423239734055947,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank|TargetSpy
FOSB,P53539,,hsa-miR-449a,0.422566127104436,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-548m,0.422459220239769,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|TargetSpy
NFIL3,Q16649,,hsa-miR-365a-3p,0.422417980304415,11,Very High,BCmicrO|CoMeTa|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-671-5p,0.42222093664302,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PITA|RepTar
SOCS2,O14508,,hsa-miR-196a-5p,0.422085123958461,9,Very High,BCmicrO|BiTargeting|DIANA|MBStar|microrna.org|MirAncesTar|MirMAP|RNAhybrid|TargetScan
CRISPLD2,Q9H0B8,,hsa-miR-1206,0.422058664772751,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
SOCS2,O14508,,hsa-miR-130a-3p,0.421278535267017,9,Very High,BCmicrO|CoMeTa|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|RNAhybrid|TargetScan
GADD45G,O95257,,hsa-miR-127-3p,0.42099552487631,13,Very High,BCmicrO|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|mirCoX|miRDB|MirMAP|MirSNP|Mirza-G|PACCMIT
SOCS2,O14508,,hsa-miR-130b-3p,0.420791223664088,9,Very High,BCmicrO|CoMeTa|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-135b-5p,0.420699025978568,12,Very High,BCmicrO|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar
SOCS2,O14508,,hsa-miR-511-5p,0.418321179097743,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-637,0.418048080884154,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
EFHD1,Q9BUP0,,hsa-miR-873-5p,0.417649841592681,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
EFHD1,Q9BUP0,,hsa-miR-940,0.417569114457306,11,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|MultiMiTar|RepTar|RNAhybrid
NFIL3,Q16649,,hsa-miR-1288-3p,0.417170081289837,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-381-3p,0.417105571174131,10,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|Mirza-G|TargetScan
RCAN1,P53805,,hsa-miR-532-3p,0.416657858448141,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank|TargetSpy
FOSB,P53539,,hsa-miR-370-3p,0.416576582647153,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MultiMiTar|PACCMIT|RNAhybrid|TargetScan
FOSB,P53539,,hsa-miR-449b-5p,0.416293999885068,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-34c-5p,0.414807955087039,9,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|MirMAP|miRTar2GO|MultiMiTar|RepTar
FOSB,P53539,,hsa-miR-575,0.413704618043684,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-1236-3p,0.413549361068847,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|RNAhybrid
TMEM45B,Q96B21,,hsa-miR-576-5p,0.412844518482924,11,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
SOCS2,O14508,,hsa-miR-875-5p,0.412824033317281,10,Very High,DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|Mirza-G|RNAhybrid|TargetScan|TargetSpy
FOSB,P53539,,hsa-miR-298,0.411881851288915,13,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirCoX|miRDB|MirMAP|Mirza-G|MultiMiTar|RNAhybrid|TargetRank|TargetSpy
SOCS2,O14508,,hsa-miR-363-3p,0.411615597449462,11,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|MultiMiTar|RNAhybrid
CRISPLD2,Q9H0B8,,hsa-miR-635,0.411254773093386,13,Very High,BCmicrO|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
THBS1,P07996,,hsa-miR-2113,0.411043121036335,11,Very High,Cupid|DIANA|ElMMo3|MirAncesTar|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar
SOCS2,O14508,,hsa-miR-587,0.410796915799555,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank|TargetSpy
THBS1,P07996,,hsa-miR-4307,0.410380447885153,10,Very High,Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|PACCMIT|RepTar
NFIL3,Q16649,,hsa-miR-582-3p,0.409880927834277,10,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|mirbase|miRDB|MirMAP|RNAhybrid|TargetSpy
SOCS2,O14508,,hsa-miR-181d-5p,0.409674346742351,9,Very High,BCmicrO|Cupid|DIANA|MBStar|microrna.org|MirAncesTar|MirMAP|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-485-3p,0.40956358007488,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|TargetRank
GOLM1,Q8NBJ4,,hsa-miR-513a-5p,0.409479790605014,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetSpy
FOSB,P53539,,hsa-miR-542-5p,0.408663298926962,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-93-5p,0.408147959886316,7,Very High,CoMeTa|MBStar|MirAncesTar|miRcode|MirMAP|miRTar2GO|MultiMiTar
FOSB,P53539,,hsa-miR-34c-5p,0.407706029260562,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-376c-3p,0.407603741389743,11,Very High,CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank
TMEM45B,Q96B21,,hsa-miR-16-5p,0.407589652136614,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
EFHD1,Q9BUP0,,hsa-miR-625-5p,0.407448102541156,14,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank
GOLM1,Q8NBJ4,,hsa-miR-106a-5p,0.40689519361508,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RNAhybrid
FOS,P01100,,hsa-miR-548g-3p,0.406722358947082,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid
ME1,P48163,,hsa-miR-374b-5p,0.406561251689216,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-155-5p,0.406524686226276,8,Very High,BCmicrO|CoMeTa|MirAncesTar|miRcode|MirMAP|miRTar2GO|MultiMiTar|RepTar
FOS,P01100,,hsa-miR-573,0.406421665726208,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetSpy
GOLM1,Q8NBJ4,,hsa-miR-106b-5p,0.406155922233523,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid
CRISPLD2,Q9H0B8,,hsa-miR-532-3p,0.406081106997641,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|PACCMIT|RepTar|RNAhybrid|TargetScan
RCAN1,P53805,,hsa-miR-30b-5p,0.40581621988296,9,Very High,BCmicrO|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|RNAhybrid|TargetScan
SOCS2,O14508,,hsa-miR-16-5p,0.405636915681468,11,Very High,BCmicrO|BiTargeting|CoMeTa|MBStar|microrna.org|MirAncesTar|mirbase|MirMAP|MultiMiTar|RepTar|RNAhybrid
RCAN1,P53805,,hsa-miR-30a-5p,0.405636707523462,9,Very High,ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-539-5p,0.404841358977782,10,Very High,BCmicrO|CoMeTa|Cupid|DIANA|MBStar|microrna.org|MirAncesTar|MirMAP|Mirza-G|RepTar
FOSB,P53539,,hsa-miR-450b-3p,0.404515948100184,13,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank|TargetSpy
DNMT3L,Q9UJW3,,hsa-miR-27a-3p,0.403245353179707,11,Very High,BCmicrO|CoMeTa|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|MirSNP|RepTar|RNAhybrid|TargetRank
GOLM1,Q8NBJ4,,hsa-miR-205-5p,0.403163546122336,12,Very High,BiTargeting|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-371a-5p,0.403013502019104,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|TargetRank
RCAN1,P53805,,hsa-miR-513c-5p,0.402707691030187,12,Very High,BCmicrO|BiTargeting|CoMeTa|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-125a-5p,0.402196673454303,10,Very High,BCmicrO|DIANA|MBStar|MirAncesTar|miRcode|mirCoX|MirMAP|miRTar2GO|MultiMiTar|RepTar
FOSB,P53539,,hsa-miR-769-3p,0.401586951910361,12,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-103a-3p,0.400664387988748,9,Very High,BCmicrO|BiTargeting|MAMI|MirAncesTar|miRcode|MirMAP|MultiMiTar|RepTar|RNAhybrid
SOCS2,O14508,,hsa-miR-890,0.399935699039476,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetSpy
GOLM1,Q8NBJ4,,hsa-miR-607,0.399719037581717,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-202-3p,0.39960640127304,11,Very High,BCmicrO|CoMeTa|Cupid|DIANA|microrna.org|MirAncesTar|MirMAP|Mirza-G|MultiMiTar|PITA|RepTar
SOCS2,O14508,,hsa-miR-454-3p,0.399473138734945,9,Very High,BCmicrO|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|RNAhybrid|TargetScan
IGFBP1,P08833,,hsa-miR-144-3p,0.399460291729679,12,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-196b-5p,0.398899067573232,8,Very High,CoMeTa|Cupid|DIANA|MirAncesTar|mirCoX|miRTar2GO|MultiMiTar|RepTar
SOCS2,O14508,,hsa-miR-367-3p,0.39867732551586,11,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|MultiMiTar|RNAhybrid
RCAN1,P53805,,hsa-miR-513a-3p,0.397878614460014,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank
SOCS2,O14508,,hsa-miR-1299,0.39781877141636,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-520c-3p,0.396537258412428,8,Very High,BCmicrO|CoMeTa|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar
EFHD1,Q9BUP0,,hsa-miR-491-5p,0.396313256700028,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PITA|RepTar|RNAhybrid
FOSB,P53539,,hsa-miR-410-3p,0.396274459742297,10,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|Mirza-G|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-340-5p,0.39618933399465,8,Very High,Cupid|DIANA|MBStar|microrna.org|MirAncesTar|MirMAP|Mirza-G|TargetScan
ME1,P48163,,hsa-miR-214-3p,0.396128388074743,9,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|MultiMiTar|RNAhybrid
GOLM1,Q8NBJ4,,hsa-miR-296-3p,0.394421894187637,16,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|miRTar2GO|Mirza-G|PITA|RepTar|RNAhybrid|TargetSpy
GADD45G,O95257,,hsa-miR-421,0.394021469405521,12,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|RepTar|TargetRank|TargetSpy
GOLM1,Q8NBJ4,,hsa-miR-320c,0.393890063524311,12,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetSpy
CEBPD,P49716,,hsa-miR-202-3p,0.393093030194678,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|PITA|RepTar|RNAhybrid
SOCS2,O14508,,hsa-miR-1302,0.392941916422692,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
NFIL3,Q16649,,hsa-miR-1284,0.392858914699798,11,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid
