
Generated at: 2021/03/22 11:54:51
mirDIP version: 4.1.11.2.
Database version: 4.1.0.3



Gene Symbol     - PHLDA1
KLF4
IER3
ZFP36
IGFBP2
SYT7
IRS2
MYC
DUSP10
NR4A1
GPAM
IL1RN
P4HA1
MAMDC4
CYR61
MAFF
SIK1
ATF3
EGR1
LRRC31
KLF6
SDC4
UBD
FMO1
JUNB
JUN
Micro RNA       - 
Minimum Score   - Very High


Gene Symbols input verification: (2)
Provided Gene Symbol,Suggestion,Updated Symbol at Database,Correct HUGO notation,HUGO Symbol ID,Approved Gene Symbol (HUGO),Previous Gene Symbol (HUGO),Gene Symbol Synonyms (HUGO)
IRS2,Q9Y4H2,,hsa-miR-524-5p,0.604204703863938,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetRank|TargetSpy
KLF4,O43474,,hsa-miR-219a-5p,0.603754308818357,13,Very High,BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|mirbase|miRcode|MirMAP|Mirza-G|RNAhybrid
SIK1,P57059,,hsa-miR-107,0.603610083594326,13,Very High,BCmicrO|DIANA|ElMMo3|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank|TargetSpy
KLF6,Q99612,,hsa-miR-590-5p,0.603216421129643,14,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetScan
DUSP10,Q9Y6W6,,hsa-miR-216a-5p,0.601191412287022,17,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirSNP|Mirza-G|RNAhybrid|TargetRank|TargetScan
LRRC31,Q6UY01,,hsa-miR-23b-3p,0.600393964184113,14,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan
KLF6,Q99612,,hsa-miR-19a-3p,0.599848919093393,11,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|Mirza-G|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-4262,0.5993783704569,10,Very High,ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|TargetScan
IRS2,Q9Y4H2,,hsa-miR-452-5p,0.597500580531165,15,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetRank
PHLDA1,Q8WV24,,hsa-miR-876-5p,0.596581799532123,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan
ATF3,P18847,,hsa-miR-27b-3p,0.595570813954755,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|Mirza-G|RepTar|RNA22|RNAhybrid|TargetRank|TargetScan
JUN,P05412,,hsa-miR-200a-3p,0.595369406936657,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|RepTar|RNAhybrid
SIK1,P57059,,hsa-miR-103a-3p,0.594708023813247,12,Very High,BCmicrO|DIANA|ElMMo3|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
DUSP10,Q9Y6W6,,hsa-miR-501-5p,0.59422015127802,17,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|mirbase|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|RNA22|RNAhybrid|TargetRank|TargetSpy
IRS2,Q9Y4H2,,hsa-miR-520d-5p,0.593053750456147,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetRank|TargetSpy
JUN,P05412,,hsa-miR-524-5p,0.592923662611303,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNA22|RNAhybrid|TargetRank|TargetSpy
ZFP36,P26651,,hsa-miR-27b-3p,0.592626024996718,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid
KLF4,O43474,,hsa-miR-140-3p,0.592459730187773,16,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetSpy
KLF6,Q99612,,hsa-miR-19b-3p,0.591251158100716,10,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|RNAhybrid|TargetScan
KLF6,Q99612,,hsa-miR-671-5p,0.589833126616199,17,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PITA|RepTar|RNAhybrid|TargetRank
SYT7,O43581,,hsa-miR-518a-5p,0.589005080240245,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank
CYR61,O00622,,hsa-miR-3163,0.588748236452043,10,Very High,DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid
KLF4,O43474,,hsa-miR-145-5p,0.588101266604721,12,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|MAMI|MirAncesTar|miRcode|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
KLF4,O43474,,hsa-miR-577,0.587706479211646,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|MirTar|PACCMIT|RNAhybrid|TargetSpy
DUSP10,Q9Y6W6,,hsa-miR-653-5p,0.583384893369168,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RNAhybrid|TargetRank
ATF3,P18847,,hsa-miR-135a-5p,0.582744550738892,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|RNA22|RNAhybrid
ATF3,P18847,,hsa-miR-494-3p,0.581591107129784,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetScan
P4HA1,P13674,,hsa-miR-494-3p,0.581229057356787,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank|TargetScan
SYT7,O43581,,hsa-miR-106b-5p,0.579578603087184,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|MirMAP|MultiMiTar|RepTar|RNAhybrid|TargetScan
P4HA1,P13674,,hsa-miR-548c-3p,0.579567772044346,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RNAhybrid|TargetRank
NR4A1,P22736,,hsa-miR-16-5p,0.579222332885369,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|miRTar2GO|RepTar|RNAhybrid
JUNB,P17275,,hsa-miR-30b-5p,0.57910847639223,10,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MAMI|MirMAP|Mirza-G|RNAhybrid|TargetScan
MAFF,Q9ULX9,,hsa-miR-3163,0.578209326590924,11,Very High,DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid
PHLDA1,Q8WV24,,hsa-miR-548j-5p,0.578010565270499,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar
KLF4,O43474,,hsa-miR-10a-5p,0.577970208266699,11,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|miRcode|MirMAP|Mirza-G|RNAhybrid
KLF6,Q99612,,hsa-miR-200a-3p,0.577850675654586,12,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|RNAhybrid|TargetScan
NR4A1,P22736,,hsa-miR-497-5p,0.577809761219341,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid
IRS2,Q9Y4H2,,hsa-miR-561-3p,0.577652844533137,12,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|TargetRank
PHLDA1,Q8WV24,,hsa-miR-548h-5p,0.575999211959799,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT
KLF6,Q99612,,hsa-miR-3613-3p,0.575781083172933,11,Very High,Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RNAhybrid
EGR1,P18146,,hsa-miR-192-5p,0.574920676597661,15,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
EGR1,P18146,,hsa-miR-150-5p,0.574551610121739,17,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirSNP|miRTar2GO|Mirza-G|RNAhybrid
NR4A1,P22736,,hsa-miR-200a-5p,0.571466508544606,12,Very High,BiTargeting|Cupid|DIANA|MAMI|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid
EGR1,P18146,,hsa-miR-23a-3p,0.571395495037284,12,Very High,BCmicrO|Cupid|DIANA|MBStar|MAMI|microrna.org|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-548n,0.567401390249556,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar
EGR1,P18146,,hsa-miR-559,0.567264134605733,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetSpy
JUNB,P17275,,hsa-miR-744-5p,0.566948158200135,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|miRTar2GO|MultiMiTar|PACCMIT|PITA|RepTar|RNAhybrid|TargetScan
IRS2,Q9Y4H2,,hsa-miR-214-3p,0.566834786842429,13,Very High,CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
EGR1,P18146,,hsa-miR-520d-5p,0.566789105680775,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|RNAhybrid|TargetRank
SIK1,P57059,,hsa-miR-128-3p,0.565908138809921,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetScan
SYT7,O43581,,hsa-miR-450b-5p,0.564598879256388,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RNAhybrid|TargetRank|TargetSpy
DUSP10,Q9Y6W6,,hsa-miR-216b-5p,0.564318515213086,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
JUN,P05412,,hsa-miR-520d-5p,0.563462025937181,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetSpy
SIK1,P57059,,hsa-miR-302c-3p,0.563226044958984,14,Very High,BCmicrO|BiTargeting|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|RepTar
SIK1,P57059,,hsa-miR-577,0.562017481842126,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|TargetRank|TargetSpy
GPAM,Q9HCL2,,hsa-miR-106a-5p,0.56180918662384,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|MultiMiTar|TargetRank
GPAM,Q9HCL2,,hsa-miR-17-5p,0.560508903577656,12,Very High,BCmicrO|BiTargeting|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|MultiMiTar|TargetRank
SDC4,P31431,,hsa-miR-548c-3p,0.559571515723327,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank|TargetSpy
DUSP10,Q9Y6W6,,hsa-miR-557,0.559481013209209,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RNA22|RNAhybrid|TargetRank
NR4A1,P22736,,hsa-miR-195-5p,0.559339892334492,14,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|miRTar2GO|RNAhybrid
EGR1,P18146,,hsa-miR-369-3p,0.559311176156227,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetSpy
SIK1,P57059,,hsa-miR-96-5p,0.559227262146151,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRcode|MirMAP|Mirza-G|RepTar|TargetScan
NR4A1,P22736,,hsa-miR-637,0.558592507742931,18,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank
KLF4,O43474,,hsa-miR-409-3p,0.557935410548271,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetRank|TargetSpy
KLF4,O43474,,hsa-miR-556-3p,0.557900039006079,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetRank|TargetSpy
KLF6,Q99612,,hsa-miR-3148,0.557432660145698,13,Very High,BiTargeting|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|RNAhybrid
MYC,P01106,,hsa-miR-34c-5p,0.556835027593429,10,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|MirMAP|MultiMiTar|PicTar|RNAhybrid|TargetSpy
GPAM,Q9HCL2,,hsa-miR-20b-5p,0.556787969240615,12,Very High,BCmicrO|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|MultiMiTar|TargetRank
PHLDA1,Q8WV24,,hsa-miR-373-5p,0.555680656243395,11,Very High,DIANA|MBStar|MAMI|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar
IL1RN,P18510,,hsa-miR-224-5p,0.555572192474221,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|RepTar|RNAhybrid|TargetScan
EGR1,P18146,,hsa-miR-516b-5p,0.555013547762178,17,Very High,BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank
SYT7,O43581,,hsa-miR-330-3p,0.554527185561161,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PITA|RepTar|RNAhybrid|TargetScan
NR4A1,P22736,,hsa-miR-424-5p,0.553521171759402,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid
SYT7,O43581,,hsa-miR-17-5p,0.553267422145312,10,Very High,BCmicrO|CoMeTa|MBStar|MAMI|MirAncesTar|miRcode|MirMAP|MultiMiTar|RNAhybrid|TargetScan
IL1RN,P18510,,hsa-miR-122-5p,0.550489082187235,14,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|miRcode|mirCoX|MirMAP|Mirza-G|PITA|RepTar|RNAhybrid|TargetScan
ZFP36,P26651,,hsa-miR-551a,0.54990320876764,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetRank
SYT7,O43581,,hsa-miR-20b-5p,0.54979188381301,11,Very High,BCmicrO|CoMeTa|MBStar|MAMI|MirAncesTar|miRcode|mirCoX|MirMAP|MultiMiTar|RNAhybrid|TargetScan
KLF4,O43474,,hsa-miR-632,0.549772489262729,13,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RNAhybrid|TargetRank
KLF6,Q99612,,hsa-miR-767-5p,0.549424021251645,13,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid
SIK1,P57059,,hsa-miR-214-3p,0.549422577892278,13,Very High,DIANA|ElMMo3|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|miRTar2GO|Mirza-G|MultiMiTar|PITA|RepTar|TargetRank
ATF3,P18847,,hsa-miR-7-5p,0.548230410690671,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|MultiMiTar|RepTar|RNAhybrid|TargetRank
DUSP10,Q9Y6W6,,hsa-miR-411-3p,0.546793446982665,12,Very High,BiTargeting|DIANA|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetScan
JUNB,P17275,,hsa-miR-199b-5p,0.54634034577105,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|MirAncesTar|mirCoX|miRDB|MirMAP|RepTar|RNAhybrid|TargetScan
KLF4,O43474,,hsa-miR-3910,0.545536320422812,11,Very High,Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid
EGR1,P18146,,hsa-miR-3121-3p,0.545317784735986,12,Very High,Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RNAhybrid
JUNB,P17275,,hsa-miR-30c-5p,0.544945935451222,9,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MAMI|MirMAP|Mirza-G|RNAhybrid|TargetScan
CYR61,O00622,,hsa-miR-515-5p,0.544531773904146,15,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNA22|RNAhybrid|TargetRank
SYT7,O43581,,hsa-miR-106a-5p,0.544513586380198,11,Very High,BCmicrO|CoMeTa|DIANA|MBStar|MAMI|MirAncesTar|miRcode|MirMAP|MultiMiTar|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-3163,0.544174557446004,11,Very High,DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar
JUN,P05412,,hsa-miR-141-3p,0.543827816250425,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|RepTar|RNAhybrid
KLF4,O43474,,hsa-miR-767-5p,0.543792617088988,15,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|PACCMIT|PITA|RepTar|RNAhybrid
IRS2,Q9Y4H2,,hsa-miR-429,0.54340510420345,15,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|miRTar2GO|Mirza-G|RepTar|TargetSpy
KLF6,Q99612,,hsa-miR-22-3p,0.542826527627077,13,Very High,BCmicrO|BiTargeting|Cupid|DIANA|MBStar|MirAncesTar|miRcode|mirCoX|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
IER3,P46695,,hsa-miR-27a-3p,0.541479682132684,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-570-3p,0.540802421546196,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar
IRS2,Q9Y4H2,,hsa-miR-4262,0.539638182786138,9,Very High,ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|TargetScan
GPAM,Q9HCL2,,hsa-miR-203a-3p,0.539601313258748,14,Very High,BCmicrO|BiTargeting|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
DUSP10,Q9Y6W6,,hsa-miR-548c-3p,0.538740962326552,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RNAhybrid|TargetRank
SYT7,O43581,,hsa-miR-20a-5p,0.538704271861093,10,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|MirMAP|MultiMiTar|RNAhybrid|TargetScan
KLF6,Q99612,,hsa-miR-144-3p,0.537724521043251,11,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|MirMAP|RNAhybrid|TargetScan
EGR1,P18146,,hsa-miR-199a-3p,0.536992337356272,10,Very High,BCmicrO|CoMeTa|Cupid|MBStar|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RNAhybrid|TargetScan
IRS2,Q9Y4H2,,hsa-miR-193a-3p,0.53664580692735,16,Very High,BCmicrO|BiTargeting|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar|TargetRank|TargetSpy
EGR1,P18146,,hsa-miR-760,0.53652345247177,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank
ZFP36,P26651,,hsa-miR-656-3p,0.536168223136999,13,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
ATF3,P18847,,hsa-miR-600,0.536028511329888,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNA22|RNAhybrid|TargetRank
EGR1,P18146,,hsa-miR-363-3p,0.534488216320228,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid
IRS2,Q9Y4H2,,hsa-miR-193b-3p,0.533912218631681,14,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar|TargetRank
NR4A1,P22736,,hsa-miR-342-5p,0.533765655271409,16,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|miRTar2GO|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank
PHLDA1,Q8WV24,,hsa-miR-25-3p,0.533681324692316,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PITA|RepTar|TargetScan
ATF3,P18847,,hsa-miR-199a-3p,0.533571501570378,11,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|MAMI|MirAncesTar|MirMAP|miRTar2GO|RepTar|RNA22|RNAhybrid
KLF6,Q99612,,hsa-miR-650,0.533301824769379,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
KLF4,O43474,,hsa-miR-656-3p,0.533287778417443,13,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetRank
