"X1XXXXXX11X11XX111X1X111XXXX1X11111X10000000000000000X000X00000"
ID	adj.P.Val	P.Value	t	B	logFC	Symbol
ILMN_3247906	4.45e-01	3.19e-01	-1.007997	-6.3634431	-0.09021429	RNF114
ILMN_1781389	4.45e-01	3.19e-01	-1.007943	-6.3634969	-0.05045501	PGLYRP4
ILMN_1796772	4.45e-01	3.19e-01	-1.00778	-6.3636595	-0.11543336	ARHGAP28
ILMN_3310543	4.45e-01	3.19e-01	-1.007428	-6.3640101	-0.05660014	MIR1258
ILMN_1739170	4.46e-01	3.19e-01	-1.00697	-6.3644662	-0.05466323	TM4SF18
ILMN_1713803	4.46e-01	3.20e-01	-1.006919	-6.3645174	-0.24466153	C17orf97
ILMN_1746533	4.46e-01	3.20e-01	-1.006518	-6.3649168	-0.07616019	CDC27
ILMN_1678140	4.46e-01	3.20e-01	1.006462	-6.3649719	0.0568766	TTC4
ILMN_3246484	4.46e-01	3.20e-01	1.006408	-6.3650255	0.20805277	LOC285194
ILMN_1731086	4.46e-01	3.20e-01	-1.005985	-6.3654466	-0.06204526	ISL2
ILMN_2176450	4.46e-01	3.20e-01	-1.005967	-6.3654643	-0.25414409	CA3
ILMN_1797806	4.46e-01	3.20e-01	-1.005884	-6.3655468	-0.15010781	CGGBP1
ILMN_1665319	4.46e-01	3.20e-01	1.005777	-6.3656539	0.2043002	NRTN
ILMN_1656955	4.46e-01	3.20e-01	-1.005753	-6.3656772	-0.08714752	PCDHGC3
ILMN_3240241	4.46e-01	3.20e-01	-1.00573	-6.3657	-0.06298171	TMEM132B
ILMN_1706832	4.46e-01	3.20e-01	-1.005708	-6.3657225	-0.07194243	TEKT5
ILMN_2069060	4.46e-01	3.20e-01	1.005673	-6.3657573	0.11181219	RBM11
ILMN_2078074	4.46e-01	3.20e-01	-1.005627	-6.3658031	-0.17324877	MUT
ILMN_2312228	4.46e-01	3.20e-01	-1.005552	-6.3658778	-0.11057928	FUT6
ILMN_1785655	4.46e-01	3.20e-01	1.005537	-6.3658925	0.08178336	HMGB4
ILMN_1700695	4.46e-01	3.20e-01	1.005359	-6.366069	0.04892755	SLC44A1
ILMN_1675669	4.46e-01	3.20e-01	1.005248	-6.3661794	0.05677878	IBTK
ILMN_1671911	4.47e-01	3.20e-01	-1.004979	-6.3664471	-0.13978084	MTA1
ILMN_1671295	4.47e-01	3.21e-01	-1.004428	-6.3669944	-0.13511217	CCDC3
ILMN_1776088	4.47e-01	3.21e-01	-1.004336	-6.3670858	-0.17223241	NAT9
ILMN_1667199	4.47e-01	3.21e-01	-1.004289	-6.3671326	-0.12837965	SQRDL
ILMN_1669982	4.47e-01	3.21e-01	1.004277	-6.3671446	0.18065448	CCDC85A
ILMN_2385161	4.47e-01	3.21e-01	1.004188	-6.3672327	0.04629277	CUL4B
ILMN_1746128	4.47e-01	3.21e-01	-1.004118	-6.3673025	-0.08858209	ACSM2B
ILMN_2255142	4.47e-01	3.21e-01	-1.004083	-6.3673372	-0.05994885	TRIM34
ILMN_1785731	4.47e-01	3.21e-01	-1.004007	-6.367413	-0.05538974	MAPK8IP2
ILMN_1794976	4.47e-01	3.21e-01	1.004004	-6.3674159	0.12576196	NUDT4P1
ILMN_1718152	4.47e-01	3.21e-01	1.003957	-6.3674621	0.11421721	DEPDC7
ILMN_3239866	4.47e-01	3.21e-01	1.003786	-6.3676322	0.04742583	POTEC
ILMN_1794282	4.47e-01	3.21e-01	-1.003746	-6.3676717	-0.1639746	KCNMA1
ILMN_1669584	4.47e-01	3.21e-01	1.003672	-6.3677453	0.09385839	ILF3
ILMN_1685898	4.47e-01	3.21e-01	1.003641	-6.3677757	0.09962455	SRC
ILMN_1723404	4.47e-01	3.21e-01	-1.003541	-6.3678757	-0.03455624	KRT26
ILMN_2290444	4.47e-01	3.21e-01	1.00349	-6.3679257	0.1724773	PTGER3
ILMN_1706682	4.47e-01	3.21e-01	-1.003002	-6.3684108	-0.05719215	SCRT2
ILMN_1726576	4.47e-01	3.21e-01	-1.002931	-6.3684808	-0.06385387	ATRX
ILMN_1780189	4.48e-01	3.21e-01	-1.002783	-6.3686278	-0.07843473	PSMC5
ILMN_1693009	4.48e-01	3.22e-01	1.002611	-6.3687981	0.05590656	FGL2
ILMN_1800425	4.48e-01	3.22e-01	1.002567	-6.3688421	0.15259144	SLC9A1
ILMN_1771957	4.48e-01	3.22e-01	-1.002225	-6.3691812	-0.20494062	MAN1B1
ILMN_1719203	4.48e-01	3.22e-01	1.002219	-6.3691868	0.11633076	DISC1
ILMN_1740990	4.48e-01	3.22e-01	1.002027	-6.3693773	0.05638496	GPX6
ILMN_1657823	4.48e-01	3.22e-01	1.002007	-6.3693966	0.09665593	PMEPA1
ILMN_1775163	4.48e-01	3.22e-01	-1.00178	-6.3696219	-0.161452	PDE1A
ILMN_1729529	4.48e-01	3.22e-01	-1.001723	-6.3696781	-0.10374266	BAI1
ILMN_1720542	4.48e-01	3.22e-01	-1.001593	-6.3698073	-0.13833234	POLR2I
ILMN_2165753	4.48e-01	3.22e-01	-1.001588	-6.3698123	-0.68219571	HLA-A29.1
ILMN_1777314	4.48e-01	3.22e-01	-1.001512	-6.3698876	-0.15326356	CNPY4
ILMN_1717313	4.48e-01	3.22e-01	-1.001397	-6.3700012	-0.15460712	NFKBIE
ILMN_1683211	4.48e-01	3.22e-01	-1.001317	-6.3700806	-0.08648437	NCAN
ILMN_1713892	4.48e-01	3.22e-01	-1.001252	-6.3701446	-0.04389082	C4orf34
ILMN_1796855	4.48e-01	3.22e-01	-1.001119	-6.3702771	-0.13002579	TIAL1
ILMN_1716957	4.48e-01	3.22e-01	-1.001059	-6.3703362	-0.06025463	C1QL1
ILMN_1779184	4.48e-01	3.22e-01	1.00094	-6.3704535	0.16722738	CTU2
ILMN_1708936	4.48e-01	3.22e-01	1.000869	-6.3705239	0.06635034	EXOSC3
ILMN_1791202	4.48e-01	3.22e-01	1.000786	-6.3706068	0.23383449	SMOC1
ILMN_1703803	4.49e-01	3.22e-01	1.000652	-6.3707389	0.10316825	ADAMTS3
ILMN_2412807	4.49e-01	3.22e-01	-1.000634	-6.3707568	-0.04336762	DCTN1
ILMN_2328029	4.49e-01	3.23e-01	-1.000586	-6.3708045	-0.04322705	EXT2
ILMN_1788955	4.49e-01	3.23e-01	1.00017	-6.3712161	0.23404774	PDLIM1
ILMN_1652037	4.49e-01	3.23e-01	1.000103	-6.3712822	0.29740486	UPP2
ILMN_1754303	4.49e-01	3.23e-01	-1.00006	-6.3713246	-0.03866763	RPL30
ILMN_2295918	4.49e-01	3.23e-01	1.000027	-6.3713576	0.12146684	PCNXL2
ILMN_1662675	4.49e-01	3.23e-01	0.999882	-6.3715008	0.06852546	ADAM2
ILMN_1674659	4.49e-01	3.23e-01	0.999778	-6.3716034	0.1147829	OR56B4
ILMN_1685763	4.49e-01	3.23e-01	-0.999479	-6.3718999	-0.10463865	WDR45L
ILMN_1798753	4.49e-01	3.23e-01	0.999443	-6.3719352	0.21421908	SPINLW1
ILMN_1683544	4.49e-01	3.23e-01	0.999411	-6.3719667	0.09199191	ZDHHC4
ILMN_2048223	4.49e-01	3.23e-01	0.999334	-6.3720427	0.2695565	TTTY2
ILMN_1803564	4.49e-01	3.23e-01	-0.999286	-6.3720898	-0.20450256	YIPF1
ILMN_1692678	4.49e-01	3.23e-01	0.999199	-6.3721759	0.14430168	FMNL3
ILMN_1663976	4.49e-01	3.23e-01	0.999037	-6.3723361	0.08020032	PDLIM4
ILMN_2099259	4.49e-01	3.23e-01	0.998869	-6.3725027	0.19676897	MSTP9
ILMN_1671237	4.49e-01	3.23e-01	-0.998793	-6.3725774	-0.09555531	GNGT2
ILMN_2103014	4.49e-01	3.23e-01	-0.998677	-6.3726917	-0.20184991	CCDC104
ILMN_2169383	4.50e-01	3.23e-01	0.998578	-6.3727901	0.09873259	REG4
ILMN_2062754	4.50e-01	3.24e-01	-0.998392	-6.3729741	-0.14142786	SRA1
ILMN_1699669	4.50e-01	3.24e-01	0.998359	-6.3730059	0.06473641	BLR1
ILMN_1735143	4.50e-01	3.24e-01	-0.998082	-6.3732796	-0.09979711	C1orf38
ILMN_1695016	4.50e-01	3.24e-01	-0.997962	-6.3733979	-0.09744584	QRICH2
ILMN_1811426	4.50e-01	3.24e-01	0.997895	-6.3734648	0.15551697	TMTC1
ILMN_2387860	4.50e-01	3.24e-01	0.997851	-6.373508	0.20057331	CYP19A1
ILMN_2386849	4.50e-01	3.24e-01	0.99783	-6.3735281	0.19060939	DSE
ILMN_2282366	4.50e-01	3.24e-01	-0.997793	-6.3735655	-0.08748177	IQSEC3
ILMN_1759818	4.50e-01	3.24e-01	-0.997711	-6.3736462	-0.17645425	SORL1
ILMN_2284222	4.50e-01	3.24e-01	-0.997689	-6.3736679	-0.08505985	PCTK3
ILMN_1768491	4.50e-01	3.24e-01	0.997384	-6.3739687	0.11476041	TBC1D25
ILMN_1724715	4.50e-01	3.24e-01	-0.997174	-6.374176	-0.09244374	MAPK11
ILMN_1680343	4.50e-01	3.24e-01	0.997132	-6.3742171	0.14051308	AGL
ILMN_2233366	4.50e-01	3.24e-01	0.997073	-6.3742753	0.14536279	ASAP1
ILMN_3307813	4.50e-01	3.24e-01	0.996997	-6.3743503	0.10692648	CNBD1
ILMN_2388517	4.50e-01	3.24e-01	-0.996995	-6.3743527	-0.19149239	MTERFD3
ILMN_1777591	4.50e-01	3.24e-01	-0.996955	-6.3743917	-0.07863741	C10orf65
ILMN_1689625	4.50e-01	3.24e-01	0.996864	-6.3744822	0.13955511	RAX
ILMN_1716704	4.50e-01	3.24e-01	-0.996745	-6.3745993	-0.12405734	NLRC5
ILMN_1680104	4.51e-01	3.25e-01	0.996376	-6.3749632	0.21899863	SLC35C1
ILMN_1762629	4.51e-01	3.25e-01	-0.995896	-6.3754365	-0.07608883	ANO9
ILMN_1808683	4.51e-01	3.25e-01	0.995755	-6.3755747	0.19988369	OR4A16
ILMN_1707571	4.51e-01	3.25e-01	0.995165	-6.3761565	0.30608221	GABRA5
ILMN_1651228	4.51e-01	3.25e-01	0.994971	-6.3763469	0.05441346	RPS28
ILMN_1757461	4.51e-01	3.25e-01	-0.994877	-6.3764401	-0.11415308	ITIH3
ILMN_1666192	4.51e-01	3.25e-01	-0.994869	-6.3764474	-0.14999522	DCTN5
ILMN_1653761	4.51e-01	3.25e-01	0.99481	-6.3765057	0.10818236	MYCN
ILMN_1809147	4.52e-01	3.25e-01	0.994682	-6.3766316	0.10357518	FAM118A
ILMN_1802093	4.52e-01	3.25e-01	0.994667	-6.3766464	0.13501614	ZNF677
ILMN_3308838	4.52e-01	3.25e-01	0.994582	-6.3767296	0.06974674	MIR552
ILMN_2119535	4.52e-01	3.25e-01	0.994565	-6.3767465	0.1828171	RIPK1
ILMN_2358560	4.52e-01	3.26e-01	-0.994303	-6.3770049	-0.13985323	TIAM2
ILMN_2068274	4.52e-01	3.26e-01	0.994087	-6.377217	0.16643686	CLEC9A
ILMN_1660232	4.52e-01	3.26e-01	-0.994009	-6.3772934	-0.18783123	PEX5
ILMN_3236404	4.52e-01	3.26e-01	0.993665	-6.3776316	0.16782958	SNORD7
ILMN_1808810	4.52e-01	3.26e-01	0.993609	-6.3776868	0.07775358	CERKL
ILMN_1695847	4.52e-01	3.26e-01	-0.993458	-6.3778353	-0.12019649	ZKSCAN5
ILMN_1717127	4.52e-01	3.26e-01	-0.993335	-6.3779567	-0.07093777	LST1
ILMN_2113340	4.52e-01	3.26e-01	-0.99328	-6.3780105	-0.05367121	AIM1L
ILMN_1693630	4.52e-01	3.26e-01	0.99314	-6.3781483	0.1270586	C16orf7
ILMN_2380605	4.52e-01	3.26e-01	-0.992875	-6.3784082	-0.16568276	MTMR3
ILMN_3310915	4.53e-01	3.26e-01	0.992713	-6.3785678	0.13497301	MIR891A
ILMN_2392043	4.53e-01	3.26e-01	-0.992652	-6.3786279	-0.11416998	SPI1
ILMN_1687636	4.53e-01	3.26e-01	0.992597	-6.3786813	0.09221823	ABCA2
ILMN_1688101	4.53e-01	3.26e-01	-0.992447	-6.378829	-0.05841017	BTNL2
ILMN_1793578	4.53e-01	3.26e-01	-0.992407	-6.3788682	-0.12205745	ZFP37
ILMN_1654855	4.53e-01	3.27e-01	-0.992291	-6.3789824	-0.06610504	DCX
ILMN_1756959	4.53e-01	3.27e-01	0.992157	-6.379114	0.15463941	SLIT1
ILMN_2285091	4.53e-01	3.27e-01	-0.992072	-6.379197	-0.10253792	ZNF3
ILMN_1761987	4.53e-01	3.27e-01	0.992066	-6.3792027	0.16758361	OR9G4
ILMN_1755281	4.53e-01	3.27e-01	0.991958	-6.3793093	0.11703556	FBXO15
ILMN_1728830	4.53e-01	3.27e-01	-0.991938	-6.3793282	-0.1457549	GRK5
ILMN_1772686	4.53e-01	3.27e-01	0.991686	-6.3795759	0.11100676	FGD3
ILMN_1753597	4.53e-01	3.27e-01	-0.991644	-6.3796169	-0.12645874	FKRP
ILMN_2336109	4.53e-01	3.27e-01	-0.991491	-6.3797672	-0.1151806	L3MBTL2
ILMN_3243976	4.53e-01	3.27e-01	0.991263	-6.3799907	0.13396197	RHOXF2
ILMN_3308405	4.53e-01	3.27e-01	0.991152	-6.3801002	0.12039097	MIR802
ILMN_3165277	4.53e-01	3.27e-01	-0.99099	-6.3802587	-0.04674474	ERCC-00046
ILMN_1774945	4.53e-01	3.27e-01	-0.990941	-6.380307	-0.13642601	NRG3
ILMN_1673987	4.53e-01	3.27e-01	0.990803	-6.3804425	0.07487087	DEFB134
ILMN_1806304	4.54e-01	3.27e-01	0.990652	-6.38059	0.18256294	ENTPD4
ILMN_2136177	4.54e-01	3.27e-01	-0.990528	-6.3807116	-0.07713935	CNOT6
ILMN_1733135	4.54e-01	3.27e-01	0.990429	-6.3808084	0.05699976	TFAP2A
ILMN_1752802	4.54e-01	3.28e-01	-0.990178	-6.381055	-0.22693471	CLPTM1L
ILMN_2131022	4.54e-01	3.28e-01	0.990051	-6.3811791	0.05355282	FLJ45445
ILMN_1788410	4.54e-01	3.28e-01	0.98995	-6.3812778	0.11514422	PAMR1
ILMN_1707548	4.54e-01	3.28e-01	-0.989777	-6.3814481	-0.08592825	RAD18
ILMN_1662010	4.54e-01	3.28e-01	0.989764	-6.3814609	0.04606091	DLK2
ILMN_1722279	4.54e-01	3.28e-01	0.989734	-6.3814895	0.12197989	DMD
ILMN_3308607	4.54e-01	3.28e-01	-0.989604	-6.3816176	-0.04247449	MIR607
ILMN_1659645	4.54e-01	3.28e-01	0.989493	-6.3817256	0.05051253	PRG3
ILMN_1763740	4.54e-01	3.28e-01	0.989456	-6.3817618	0.19839594	RASGEF1C
ILMN_1685122	4.54e-01	3.28e-01	0.989317	-6.3818985	0.10221115	COL9A2
ILMN_1696079	4.54e-01	3.28e-01	0.989312	-6.3819034	0.13087848	DNAJC6
ILMN_2128428	4.54e-01	3.28e-01	-0.989294	-6.3819203	-0.16056716	DAB2
ILMN_1671107	4.54e-01	3.28e-01	0.989055	-6.3821544	0.1479069	TCBA1
ILMN_1782761	4.54e-01	3.28e-01	0.98905	-6.3821597	0.12512354	ARHGAP20
ILMN_2380566	4.54e-01	3.28e-01	0.989003	-6.3822055	0.10654804	SIAH1
ILMN_1697211	4.54e-01	3.28e-01	0.98887	-6.3823353	0.14898897	UBE1DC1
ILMN_1692247	4.54e-01	3.28e-01	0.988855	-6.38235	0.06038475	TRIM7
ILMN_2369953	4.54e-01	3.28e-01	-0.988843	-6.382362	-0.17801742	ARL4A
ILMN_1768293	4.54e-01	3.28e-01	-0.988835	-6.3823696	-0.06468376	NUP155
ILMN_1663502	4.54e-01	3.28e-01	-0.988586	-6.3826139	-0.08115366	WHSC1
ILMN_2096985	4.54e-01	3.28e-01	0.988518	-6.3826803	0.15804561	ALDH6A1
ILMN_2234310	4.55e-01	3.28e-01	-0.988267	-6.3829255	-0.1832334	GLTPD1
ILMN_1745110	4.55e-01	3.29e-01	-0.988018	-6.3831693	-0.20522633	LAPTM4A
ILMN_2277334	4.55e-01	3.29e-01	0.987977	-6.3832094	0.06573212	KCNK2
ILMN_1707173	4.55e-01	3.29e-01	0.987971	-6.3832153	0.0479878	HIST3H3
ILMN_3308178	4.55e-01	3.29e-01	-0.987909	-6.3832763	-0.07832153	MIR514-2
ILMN_1661516	4.55e-01	3.29e-01	-0.987907	-6.3832774	-0.15227175	POLR2J3
ILMN_3242125	4.55e-01	3.29e-01	0.987902	-6.3832828	0.11693865	VSTM2A
ILMN_1700169	4.55e-01	3.29e-01	-0.98789	-6.3832943	-0.08444495	C15orf44
ILMN_1761717	4.55e-01	3.29e-01	0.987884	-6.3833002	0.18350415	SLCO6A1
ILMN_3309319	4.55e-01	3.29e-01	0.987755	-6.3834262	0.07151159	MIR92B
ILMN_1744094	4.55e-01	3.29e-01	0.987729	-6.3834518	0.11256134	IMP5
ILMN_1701911	4.55e-01	3.29e-01	-0.987404	-6.3837699	-0.11483544	C5orf20
ILMN_2269193	4.55e-01	3.29e-01	0.987227	-6.3839429	0.10714868	ZNF331
ILMN_1798980	4.55e-01	3.29e-01	-0.987177	-6.3839916	-0.05602139	CAPZB
ILMN_2199362	4.55e-01	3.29e-01	0.987037	-6.3841277	0.07092033	FBXL22
ILMN_3307822	4.55e-01	3.29e-01	0.986942	-6.3842207	0.1083188	DPF3
ILMN_1653504	4.55e-01	3.29e-01	0.986862	-6.3842995	0.13567022	EDG1
ILMN_2392080	4.55e-01	3.29e-01	-0.986749	-6.3844096	-0.19799267	DCAF6
ILMN_1759598	4.55e-01	3.29e-01	0.986604	-6.3845507	0.14690958	DLX5
ILMN_3310850	4.55e-01	3.29e-01	0.98646	-6.384692	0.08147341	MIR2113
ILMN_1725169	4.55e-01	3.29e-01	-0.986437	-6.3847143	-0.06479307	INTS12
ILMN_1680738	4.56e-01	3.29e-01	-0.986143	-6.385001	-0.15894309	C5orf13
ILMN_3236932	4.56e-01	3.30e-01	0.986065	-6.3850772	0.19697841	LCE1C
ILMN_1704176	4.56e-01	3.30e-01	0.986035	-6.3851062	0.2022243	PSKH2
ILMN_1756308	4.56e-01	3.30e-01	-0.986016	-6.3851253	-0.11283251	NAE1
ILMN_1776263	4.56e-01	3.30e-01	-0.985963	-6.3851766	-0.06525848	TMEM174
ILMN_2264625	4.56e-01	3.30e-01	-0.985871	-6.3852669	-0.09070416	NIPBL
ILMN_2296803	4.56e-01	3.30e-01	0.985577	-6.3855538	0.14466762	CAPN3
ILMN_1794949	4.56e-01	3.30e-01	-0.985519	-6.38561	-0.07198479	DSCR1L1
ILMN_1653652	4.56e-01	3.30e-01	-0.985466	-6.3856619	-0.18244398	PTPRC
ILMN_1734833	4.56e-01	3.30e-01	-0.985202	-6.3859192	-0.09743175	NBN
ILMN_3310103	4.56e-01	3.30e-01	0.985135	-6.3859844	0.12541791	MIR875
ILMN_1680196	4.56e-01	3.30e-01	-0.98501	-6.3861066	-0.17211056	LAPTM4B
ILMN_1714223	4.56e-01	3.30e-01	0.984873	-6.3862397	0.07519544	LETM2
ILMN_3243972	4.56e-01	3.30e-01	0.984847	-6.3862659	0.10847349	SNORA70B
ILMN_1673788	4.56e-01	3.30e-01	0.984821	-6.3862906	0.07524689	CDV3
ILMN_1792671	4.56e-01	3.30e-01	-0.984771	-6.38634	-0.15609956	C12orf29
ILMN_1762024	4.56e-01	3.30e-01	0.984658	-6.3864499	0.13311153	TAAR9
ILMN_3310411	4.56e-01	3.30e-01	-0.984642	-6.3864653	-0.04491563	MIR1302-1
ILMN_1676066	4.56e-01	3.30e-01	0.984546	-6.3865585	0.18427318	ASB4
ILMN_1758812	4.56e-01	3.30e-01	-0.98446	-6.3866426	-0.04387263	LDHAL6A
ILMN_1798885	4.56e-01	3.30e-01	-0.984436	-6.3866664	-0.18897749	SLC35A2
ILMN_3308275	4.56e-01	3.30e-01	0.984429	-6.3866733	0.10828203	SNORD113-8
ILMN_2155516	4.56e-01	3.30e-01	0.984237	-6.3868604	0.19758557	QTRTD1
ILMN_3310386	4.56e-01	3.30e-01	-0.984099	-6.3869943	-0.05435001	MIR345
ILMN_1731358	4.56e-01	3.31e-01	0.984023	-6.3870686	0.15230821	ZNF532
ILMN_3246494	4.56e-01	3.31e-01	0.98397	-6.3871203	0.08616956	C2orf71
ILMN_3244291	4.57e-01	3.31e-01	0.983824	-6.3872619	0.14354643	ZNF676
ILMN_1794108	4.57e-01	3.31e-01	-0.983808	-6.3872781	-0.17030583	MED9
ILMN_1718950	4.57e-01	3.31e-01	-0.983703	-6.3873801	-0.09605302	ZNF433
ILMN_1806003	4.57e-01	3.31e-01	-0.983574	-6.3875053	-0.05309677	SPEF2
ILMN_1685761	4.57e-01	3.31e-01	0.983484	-6.3875929	0.0838088	WFDC6
ILMN_2254182	4.57e-01	3.31e-01	-0.983362	-6.387712	-0.05583956	RNF12
ILMN_1718877	4.57e-01	3.31e-01	-0.983225	-6.387846	-0.05565756	FSHB
ILMN_1661799	4.57e-01	3.31e-01	-0.983181	-6.3878883	-0.0709016	HIGD1A
ILMN_1717462	4.57e-01	3.31e-01	0.983107	-6.3879606	0.0979871	NPVF
ILMN_2307883	4.57e-01	3.31e-01	-0.982811	-6.3882483	-0.05436225	ATP5J2
ILMN_1764980	4.57e-01	3.31e-01	-0.982799	-6.38826	-0.10010987	SERPINA1
ILMN_2153837	4.57e-01	3.31e-01	0.982502	-6.3885489	0.05221874	SCNN1G
ILMN_1730464	4.57e-01	3.31e-01	-0.982493	-6.3885578	-0.14822798	DNAL1
ILMN_2326197	4.57e-01	3.31e-01	-0.982456	-6.3885934	-0.07316961	FGL1
ILMN_2204826	4.57e-01	3.31e-01	-0.982391	-6.3886574	-0.05436691	SEPP1
ILMN_2136423	4.57e-01	3.31e-01	0.982376	-6.3886718	0.12905813	MARS2
ILMN_1698551	4.57e-01	3.31e-01	-0.982299	-6.3887469	-0.0405641	RCN1
ILMN_1779109	4.57e-01	3.31e-01	0.982248	-6.388796	0.07752351	AGPAT1
ILMN_2311518	4.57e-01	3.31e-01	-0.98216	-6.388882	-0.04265829	TROVE2
ILMN_2401779	4.57e-01	3.31e-01	-0.982157	-6.3888848	-0.18486647	FAM102A
ILMN_2131732	4.57e-01	3.31e-01	0.982061	-6.3889774	0.18385282	CTNNA3
ILMN_1663446	4.57e-01	3.32e-01	0.981971	-6.3890658	0.09587742	SORBS1
ILMN_1802603	4.57e-01	3.32e-01	-0.981961	-6.3890746	-0.10350063	RFNG
ILMN_2202806	4.57e-01	3.32e-01	-0.981931	-6.3891044	-0.04670735	C10orf37
ILMN_1693679	4.57e-01	3.32e-01	-0.981771	-6.3892598	-0.07274993	STK16
ILMN_3308688	4.58e-01	3.32e-01	0.981522	-6.3895013	0.07591045	MIR220C
ILMN_2351611	4.58e-01	3.32e-01	0.981441	-6.3895805	0.06049146	UBQLN1
ILMN_1766112	4.58e-01	3.32e-01	-0.981422	-6.3895992	-0.07301739	WHSC1
ILMN_1683165	4.58e-01	3.32e-01	-0.981313	-6.3897044	-0.15287506	FAM20C
ILMN_1754531	4.58e-01	3.32e-01	0.981208	-6.3898071	0.09372172	AP4E1
ILMN_1752099	4.58e-01	3.32e-01	0.981048	-6.3899624	0.04715867	CYP11B2
ILMN_2353202	4.58e-01	3.32e-01	-0.980942	-6.3900654	-0.14856588	PTK7
ILMN_1815313	4.58e-01	3.32e-01	0.980841	-6.3901635	0.07852741	EPGN
ILMN_3309314	4.58e-01	3.32e-01	0.98083	-6.3901744	0.05373672	MIR588
ILMN_1756623	4.58e-01	3.32e-01	0.980805	-6.3901983	0.05561602	NT5C1B
ILMN_1770206	4.58e-01	3.32e-01	0.980595	-6.3904021	0.18384853	GEMIN4
ILMN_1813664	4.58e-01	3.32e-01	-0.980483	-6.3905108	-0.10041897	HIRA
ILMN_1714449	4.58e-01	3.32e-01	0.980439	-6.390554	0.13698172	OR5D18
ILMN_1691790	4.58e-01	3.32e-01	-0.980426	-6.3905665	-0.18693243	DACT2
ILMN_1659960	4.58e-01	3.32e-01	-0.9804	-6.3905913	-0.08879019	IL4I1
ILMN_2382724	4.58e-01	3.32e-01	-0.980396	-6.3905953	-0.18120224	C17orf95
ILMN_2203858	4.58e-01	3.32e-01	0.980309	-6.3906796	0.15053722	OR10J1
ILMN_1733757	4.58e-01	3.32e-01	-0.980151	-6.3908329	-0.05823079	LOC374395
ILMN_2352023	4.58e-01	3.33e-01	-0.979907	-6.3910701	-0.25410634	RIPK5
ILMN_3310653	4.58e-01	3.33e-01	-0.979868	-6.3911081	-0.06560901	MIR361
ILMN_3235176	4.58e-01	3.33e-01	0.979832	-6.3911423	0.20877017	C2orf89
ILMN_1679767	4.58e-01	3.33e-01	0.979826	-6.3911484	0.10106785	FLJ45983
ILMN_1656521	4.58e-01	3.33e-01	-0.979712	-6.3912589	-0.13121539	CGI-96
ILMN_1803824	4.58e-01	3.33e-01	-0.979684	-6.3912867	-0.17056441	ZDHHC9
ILMN_2409520	4.58e-01	3.33e-01	-0.979672	-6.3912976	-0.11549929	KCNQ1
ILMN_1652992	4.58e-01	3.33e-01	0.979506	-6.3914587	0.07257534	PRDM2
ILMN_1709604	4.58e-01	3.33e-01	0.979446	-6.3915169	0.24808598	SNORA64
ILMN_1704973	4.58e-01	3.33e-01	-0.979357	-6.3916036	-0.19444533	SARDH
ILMN_1652207	4.59e-01	3.33e-01	-0.978875	-6.3920708	-0.03512311	COX4I1
ILMN_2206224	4.59e-01	3.33e-01	0.978837	-6.3921074	0.20709567	OR4M2
ILMN_1718448	4.59e-01	3.33e-01	0.978819	-6.3921245	0.1313135	MAGEB18
ILMN_1682857	4.59e-01	3.33e-01	-0.97873	-6.3922115	-0.0741069	NDUFAF2
ILMN_3309569	4.59e-01	3.33e-01	0.978537	-6.3923979	0.06924554	MIR30E
ILMN_1692983	4.59e-01	3.33e-01	-0.97847	-6.3924627	-0.26136326	SULT2A1
ILMN_2307721	4.59e-01	3.33e-01	-0.978311	-6.3926169	-0.05331075	IL22RA2
ILMN_1659874	4.59e-01	3.33e-01	0.978305	-6.3926228	0.08766511	SFRS15
ILMN_1785661	4.59e-01	3.33e-01	0.978121	-6.3928011	0.1237254	FAM108B1
ILMN_3309006	4.59e-01	3.33e-01	-0.978099	-6.3928229	-0.06533644	MIR548C
ILMN_3181215	4.59e-01	3.33e-01	0.978091	-6.3928307	0.06926471	AGFG1
ILMN_2185427	4.59e-01	3.33e-01	0.977987	-6.3929313	0.05731163	C16orf11
ILMN_1692352	4.59e-01	3.33e-01	0.977889	-6.3930258	0.12623423	IRAK4
ILMN_1742962	4.59e-01	3.34e-01	0.977837	-6.3930759	0.08604697	CLEC6A
ILMN_1769369	4.59e-01	3.34e-01	0.977752	-6.3931583	0.24152774	ELAVL2
ILMN_1745043	4.59e-01	3.34e-01	0.977725	-6.3931846	0.24527451	LDHC
ILMN_3308708	4.59e-01	3.34e-01	-0.977725	-6.393185	-0.06517573	MIR1245
ILMN_3308693	4.59e-01	3.34e-01	-0.977517	-6.3933857	-0.05544378	MIR1302-6
ILMN_1676383	4.59e-01	3.34e-01	0.97739	-6.3935085	0.2343147	ENPP6
ILMN_2398587	4.59e-01	3.34e-01	0.977307	-6.3935896	0.16855213	ZNRD1
ILMN_2260120	4.59e-01	3.34e-01	0.977248	-6.3936463	0.08054847	DDX11
ILMN_2207190	4.60e-01	3.34e-01	0.977094	-6.3937954	0.0977264	IL5
ILMN_3235652	4.60e-01	3.34e-01	-0.976945	-6.3939396	-0.08719052	CR1L
ILMN_2346856	4.60e-01	3.34e-01	0.97674	-6.3941381	0.11301601	GGPS1
ILMN_1725234	4.60e-01	3.34e-01	-0.976725	-6.3941527	-0.05633577	CYP19A1
